fishery_name,fishery_id,mu_name,run_year,n_expanded,n_observed
Area 6 Spt,92,Interior Fraser,2014,4.94,1
Area 6 Spt,92,Interior Fraser,2015,23.88,4
Area 6 Spt,92,Interior Fraser,2018,17.23,1
Area 6 Spt,92,Interior Fraser,2019,35.05,5
Area 6 Spt,92,Interior Fraser,2020,28.8,5
Area 6 Spt,92,Interior Fraser,2021,14.700000000000001,6
Area 6 Spt,92,Interior Fraser,2022,16.08,4
Area 6 Spt,92,Interior Fraser,2023,20.65,5
Area 6 Spt,92,Lower Fraser,1986,24.89,5
Area 6 Spt,92,Lower Fraser,1987,51.22,18
Area 6 Spt,92,Lower Fraser,1988,39.22,12
Area 6 Spt,92,Lower Fraser,1989,47.47,14
Area 6 Spt,92,Lower Fraser,1990,27.1,6
Area 6 Spt,92,Lower Fraser,1991,26.96,7
Area 6 Spt,92,Lower Fraser,1992,15.059999999999999,3
Area 6 Spt,92,Lower Fraser,1993,4.6,1
Area 6 Spt,92,Lower Fraser,1995,26.09,3
Area 6 Spt,92,Lower Fraser,1996,51.599999999999994,12
Area 6 Spt,92,Lower Fraser,1997,46.41,8
Area 6 Spt,92,Lower Fraser,1998,3.8,1
Area 6 Spt,92,Lower Fraser,1999,3.1,1
Area 6 Spt,92,Lower Fraser,2000,8.81,2
Area 6 Spt,92,Lower Fraser,2001,8.28,3
Area 6 Spt,92,Lower Fraser,2002,16.04,2
Area 6 Spt,92,Lower Fraser,2009,5.58,1
Area 6 Spt,92,Lower Fraser,2010,5.46,2
Area 6 Spt,92,Lower Fraser,2011,9.36,4
Area 6 Spt,92,Lower Fraser,2012,18.61,5
Area 6 Spt,92,Lower Fraser,2013,2.72,2
Area 6 Spt,92,Lower Fraser,2014,30.98,8
Area 6 Spt,92,Lower Fraser,2015,56.699999999999996,15
Area 6 Spt,92,Lower Fraser,2019,35.05,5
Area 6 Spt,92,Lower Fraser,2020,42.72,7
Area 6 Spt,92,Lower Fraser,2021,14.8,9
Area 6 Spt,92,Lower Fraser,2022,48.529999999999994,17
Area 6 Spt,92,Lower Fraser,2023,110,25
Area 6 Spt,92,Queets,1986,4.88,1
Area 6 Spt,92,Queets,1988,4.12,1
Area 6 Spt,92,Queets,1989,10.530000000000001,3
Area 6 Spt,92,Queets,1990,1.04,1
Area 6 Spt,92,Queets,1996,4.68,1
Area 6 Spt,92,Queets,1998,2.22,1
Area 6 Spt,92,Queets,2005,3.09,1
Area 6 Spt,92,Queets,2023,4.13,1
Area 6 Spt,92,Quillayute,1989,6.29,2
Area 6 Spt,92,Quillayute,2014,11.16,3
Area 6 Spt,92,Quillayute,2015,3.78,1
Area 6 Spt,92,Skagit,1986,286.98,52
Area 6 Spt,92,Skagit,1987,252.48,94
Area 6 Spt,92,Skagit,1988,234.93,65
Area 6 Spt,92,Skagit,1989,174.81,53
Area 6 Spt,92,Skagit,1990,222.75,46
Area 6 Spt,92,Skagit,1991,54.879999999999995,16
Area 6 Spt,92,Skagit,1992,114.86,23
Area 6 Spt,92,Skagit,1993,25.48,6
Area 6 Spt,92,Skagit,1994,4,1
Area 6 Spt,92,Skagit,1995,10.99,1
Area 6 Spt,92,Skagit,1996,37.44,8
Area 6 Spt,92,Skagit,1997,171.49,29
Area 6 Spt,92,Skagit,1998,32.660000000000004,14
Area 6 Spt,92,Skagit,1999,3.1,1
Area 6 Spt,92,Skagit,2000,15.700000000000001,5
Area 6 Spt,92,Skagit,2001,30.759999999999998,11
Area 6 Spt,92,Skagit,2002,17.48,4
Area 6 Spt,92,Skagit,2003,37.3,11
Area 6 Spt,92,Skagit,2004,50.839999999999996,14
Area 6 Spt,92,Skagit,2005,12.36,4
Area 6 Spt,92,Skagit,2006,2.9,1
Area 6 Spt,92,Skagit,2009,9.89,2
Area 6 Spt,92,Skagit,2011,7.63,2
Area 6 Spt,92,Skagit,2012,35.65,9
Area 6 Spt,92,Skagit,2013,15.040000000000001,4
Area 6 Spt,92,Skagit,2014,48.910000000000004,11
Area 6 Spt,92,Skagit,2015,38.85,7
Area 6 Spt,92,Skagit,2018,34.46,2
Area 6 Spt,92,Skagit,2019,14.02,2
Area 6 Spt,92,Skagit,2020,11.21,2
Area 6 Spt,92,Skagit,2021,31.840000000000003,13
Area 6 Spt,92,Skagit,2022,19.97,7
Area 6 Spt,92,Skagit,2023,50.39,13
Area 6 Spt,92,Snohomish,1986,201.51,37
Area 6 Spt,92,Snohomish,1987,252.77999999999997,92
Area 6 Spt,92,Snohomish,1988,74.64,23
Area 6 Spt,92,Snohomish,1989,115.77,30
Area 6 Spt,92,Snohomish,1990,260.05,51
Area 6 Spt,92,Snohomish,1991,82.16,21
Area 6 Spt,92,Snohomish,1992,90.61999999999999,18
Area 6 Spt,92,Snohomish,1993,33.79,7
Area 6 Spt,92,Snohomish,1995,59.06,6
Area 6 Spt,92,Snohomish,1996,60.839999999999996,13
Area 6 Spt,92,Snohomish,1997,64.41,11
Area 6 Spt,92,Snohomish,1998,12.04,4
Area 6 Spt,92,Snohomish,2000,15.700000000000001,5
Area 6 Spt,92,Snohomish,2001,17.04,6
Area 6 Spt,92,Snohomish,2002,26.22,6
Area 6 Spt,92,Snohomish,2003,7.14,2
Area 6 Spt,92,Snohomish,2004,5.43,1
Area 6 Spt,92,Snohomish,2005,9.27,3
Area 6 Spt,92,Snohomish,2006,2.9,1
Area 6 Spt,92,Snohomish,2007,13.75,3
Area 6 Spt,92,Snohomish,2009,5.58,1
Area 6 Spt,92,Snohomish,2011,49.82,12
Area 6 Spt,92,Snohomish,2012,50.730000000000004,12
Area 6 Spt,92,Snohomish,2013,23.77,5
Area 6 Spt,92,Snohomish,2014,142.76000000000002,31
Area 6 Spt,92,Snohomish,2015,76.28,14
Area 6 Spt,92,Snohomish,2018,137.84,8
Area 6 Spt,92,Snohomish,2019,28.04,4
Area 6 Spt,92,Snohomish,2020,42.72,7
Area 6 Spt,92,Snohomish,2021,18.150000000000002,8
Area 6 Spt,92,Snohomish,2022,24.119999999999997,6
Area 6 Spt,92,Snohomish,2023,118.36,29
Area 6 Spt,92,Stillaguamish,1987,21.63,6
Area 6 Spt,92,Stillaguamish,1988,57.410000000000004,16
Area 6 Spt,92,Stillaguamish,1989,34.55,11
Area 6 Spt,92,Stillaguamish,1990,53.32,11
Area 6 Spt,92,Stillaguamish,1996,9.36,2
Area 6 Spt,92,Stillaguamish,1997,5.63,1
Area 6 Spt,92,Stillaguamish,2012,11.45,3
Area 6 Spt,92,Stillaguamish,2013,12.81,4
Area 6 Spt,92,Stillaguamish,2014,35.86,8
Area 6 Spt,92,Stillaguamish,2021,7.3500000000000005,3
Area 6 Spt,92,Stillaguamish,2022,13.059999999999999,4
Area 6 Spt,92,Stillaguamish,2023,8.26,2
Area 6 Spt,92,Strait of Georgia Mainland,1986,142.84,28
Area 6 Spt,92,Strait of Georgia Mainland,1987,29.31,10
Area 6 Spt,92,Strait of Georgia Mainland,1988,16.04,4
Area 6 Spt,92,Strait of Georgia Mainland,1989,14.67,4
Area 6 Spt,92,Strait of Georgia Mainland,1990,24.71,5
Area 6 Spt,92,Strait of Georgia Mainland,1991,12.84,3
Area 6 Spt,92,Strait of Georgia Mainland,1992,19.72,4
Area 6 Spt,92,Strait of Georgia Mainland,1993,10.08,2
Area 6 Spt,92,Strait of Georgia Mainland,1995,21.98,2
Area 6 Spt,92,Strait of Georgia Mainland,1996,3.16,1
Area 6 Spt,92,Strait of Georgia Mainland,1997,36.07,5
Area 6 Spt,92,Strait of Georgia Mainland,1998,10.46,4
Area 6 Spt,92,Strait of Georgia Mainland,2011,5.37,1
Area 6 Spt,92,Strait of Georgia Mainland,2015,13.4,2
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1986,41.4,8
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1987,2.53,1
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1988,8.85,3
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1989,28.53,7
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1990,15.879999999999999,5
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1991,28.88,8
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1992,9.92,2
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1993,4.6,1
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1995,10.99,1
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1997,11.26,2
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,1998,8.24,3
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2000,7.140000000000001,2
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2001,8.44,3
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2009,16.740000000000002,3
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2014,9.88,2
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2015,10.48,2
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2018,17.23,1
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2021,8.350000000000001,4
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2022,6.02,3
Area 6 Spt,92,Strait of Georgia Vancouver Isl.,2023,37.65,9
Area 6 Spt,92,Strait of Juan de Fuca,1986,66.68,12
Area 6 Spt,92,Strait of Juan de Fuca,1987,2.53,1
Area 6 Spt,92,Strait of Juan de Fuca,1988,6.12,2
Area 6 Spt,92,Strait of Juan de Fuca,1989,211.2,55
Area 6 Spt,92,Strait of Juan de Fuca,1990,10.12,2
Area 6 Spt,92,Strait of Juan de Fuca,1991,45.08,12
Area 6 Spt,92,Strait of Juan de Fuca,1992,20.08,4
Area 6 Spt,92,Strait of Juan de Fuca,1995,4.11,1
Area 6 Spt,92,Strait of Juan de Fuca,1996,21.88,5
Area 6 Spt,92,Strait of Juan de Fuca,1997,47.78,8
Area 6 Spt,92,Strait of Juan de Fuca,2000,3.14,1
Area 6 Spt,92,Strait of Juan de Fuca,2001,5.9,2
Area 6 Spt,92,Strait of Juan de Fuca,2004,8.85,2
Area 6 Spt,92,Strait of Juan de Fuca,2009,9.68,2
Area 6 Spt,92,Strait of Juan de Fuca,2010,2.73,1
Area 6 Spt,92,Strait of Juan de Fuca,2011,7.02,3
Area 6 Spt,92,Strait of Juan de Fuca,2012,7.12,2
Area 6 Spt,92,Strait of Juan de Fuca,2013,11.120000000000001,3
Area 6 Spt,92,Strait of Juan de Fuca,2014,4.94,1
Area 6 Spt,92,Strait of Juan de Fuca,2021,8.350000000000001,4
Area 6 Spt,92,Strait of Juan de Fuca,2022,28.119999999999997,10
Area 6 Spt,92,Strait of Juan de Fuca,2023,16.34,4
Area 7 Spt,93,Hood Canal,1986,4.5,1
Area 7 Spt,93,Hood Canal,1989,5.34,1
Area 7 Spt,93,Hood Canal,1990,5.06,2
Area 7 Spt,93,Hood Canal,1992,18.29,2
Area 7 Spt,93,Hood Canal,1993,96.18,7
Area 7 Spt,93,Hood Canal,1997,142.81,19
Area 7 Spt,93,Hood Canal,1998,13.82,2
Area 7 Spt,93,Hood Canal,2013,3.47,1
Area 7 Spt,93,Hood Canal,2017,4.12,1
Area 7 Spt,93,Hood Canal,2022,3.05,1
Area 7 Spt,93,Interior Fraser,1987,12.65,1
Area 7 Spt,93,Interior Fraser,1988,71.39,8
Area 7 Spt,93,Interior Fraser,1989,12.06,2
Area 7 Spt,93,Interior Fraser,1990,7.6,3
Area 7 Spt,93,Interior Fraser,1991,32.34,5
Area 7 Spt,93,Interior Fraser,1992,69.57000000000001,8
Area 7 Spt,93,Interior Fraser,1993,143.09,11
Area 7 Spt,93,Interior Fraser,1995,28.67,3
Area 7 Spt,93,Interior Fraser,1997,7.41,1
Area 7 Spt,93,Interior Fraser,1998,10.26,1
Area 7 Spt,93,Interior Fraser,1999,3.53,1
Area 7 Spt,93,Interior Fraser,2000,7.95,1
Area 7 Spt,93,Interior Fraser,2001,38.44,5
Area 7 Spt,93,Interior Fraser,2002,7.41,1
Area 7 Spt,93,Interior Fraser,2003,4.53,1
Area 7 Spt,93,Interior Fraser,2007,7.71,1
Area 7 Spt,93,Interior Fraser,2009,11.42,2
Area 7 Spt,93,Interior Fraser,2012,12.26,2
Area 7 Spt,93,Interior Fraser,2013,12.48,2
Area 7 Spt,93,Interior Fraser,2014,28.17,3
Area 7 Spt,93,Interior Fraser,2015,12.77,2
Area 7 Spt,93,Interior Fraser,2018,8.27,1
Area 7 Spt,93,Interior Fraser,2019,22.48,3
Area 7 Spt,93,Interior Fraser,2020,202.14,24
Area 7 Spt,93,Interior Fraser,2022,11.379999999999999,2
Area 7 Spt,93,Interior Fraser,2023,39.75,5
Area 7 Spt,93,Lower Fraser,1986,38.57,9
Area 7 Spt,93,Lower Fraser,1987,84.25,9
Area 7 Spt,93,Lower Fraser,1988,63.27,8
Area 7 Spt,93,Lower Fraser,1989,19.71,4
Area 7 Spt,93,Lower Fraser,1990,2.53,1
Area 7 Spt,93,Lower Fraser,1991,23.6,4
Area 7 Spt,93,Lower Fraser,1992,61.190000000000005,6
Area 7 Spt,93,Lower Fraser,1993,14.96,1
Area 7 Spt,93,Lower Fraser,1994,9.24,2
Area 7 Spt,93,Lower Fraser,1995,28.67,3
Area 7 Spt,93,Lower Fraser,1996,31.89,5
Area 7 Spt,93,Lower Fraser,1997,69.58,8
Area 7 Spt,93,Lower Fraser,1998,51.72,6
Area 7 Spt,93,Lower Fraser,1999,3.53,1
Area 7 Spt,93,Lower Fraser,2000,48.94,9
Area 7 Spt,93,Lower Fraser,2001,23.61,3
Area 7 Spt,93,Lower Fraser,2002,18.55,3
Area 7 Spt,93,Lower Fraser,2004,15.149999999999999,3
Area 7 Spt,93,Lower Fraser,2007,7.71,1
Area 7 Spt,93,Lower Fraser,2008,4.38,1
Area 7 Spt,93,Lower Fraser,2013,4.68,1
Area 7 Spt,93,Lower Fraser,2014,6.88,1
Area 7 Spt,93,Lower Fraser,2015,4.41,1
Area 7 Spt,93,Lower Fraser,2018,16.54,2
Area 7 Spt,93,Lower Fraser,2020,270.71,35
Area 7 Spt,93,Lower Fraser,2022,27.98,5
Area 7 Spt,93,Lower Fraser,2023,17.86,3
Area 7 Spt,93,Quillayute,1989,5.34,1
Area 7 Spt,93,Quillayute,2020,8.77,1
Area 7 Spt,93,Skagit,1986,35.54,9
Area 7 Spt,93,Skagit,1987,16.64,2
Area 7 Spt,93,Skagit,1988,19.7,3
Area 7 Spt,93,Skagit,1989,22.97,4
Area 7 Spt,93,Skagit,1990,7.93,3
Area 7 Spt,93,Skagit,1991,21.240000000000002,2
Area 7 Spt,93,Skagit,1992,48.85,6
Area 7 Spt,93,Skagit,1993,54.120000000000005,4
Area 7 Spt,93,Skagit,1994,33.27,4
Area 7 Spt,93,Skagit,1995,9.73,1
Area 7 Spt,93,Skagit,1996,13.24,2
Area 7 Spt,93,Skagit,1997,242.52,30
Area 7 Spt,93,Skagit,1998,6.33,2
Area 7 Spt,93,Skagit,1999,4.3,1
Area 7 Spt,93,Skagit,2000,17.01,2
Area 7 Spt,93,Skagit,2001,8.1,1
Area 7 Spt,93,Skagit,2002,14.82,2
Area 7 Spt,93,Skagit,2003,11.96,2
Area 7 Spt,93,Skagit,2009,5.1,1
Area 7 Spt,93,Skagit,2023,6.8,1
Area 7 Spt,93,Snohomish,1986,12.42,3
Area 7 Spt,93,Snohomish,1988,7.11,1
Area 7 Spt,93,Snohomish,1990,2.76,1
Area 7 Spt,93,Snohomish,1991,2.96,1
Area 7 Spt,93,Snohomish,1992,18.35,2
Area 7 Spt,93,Snohomish,1993,10.73,1
Area 7 Spt,93,Snohomish,1996,12,3
Area 7 Spt,93,Snohomish,1997,52.92,7
Area 7 Spt,93,Snohomish,2000,4.72,1
Area 7 Spt,93,Snohomish,2015,4.41,1
Area 7 Spt,93,Stillaguamish,1989,7.93,2
Area 7 Spt,93,Strait of Georgia Mainland,1986,47.63,11
Area 7 Spt,93,Strait of Georgia Mainland,1987,13.36,1
Area 7 Spt,93,Strait of Georgia Mainland,1988,49.03,5
Area 7 Spt,93,Strait of Georgia Mainland,1989,23.6,5
Area 7 Spt,93,Strait of Georgia Mainland,1990,4.32,2
Area 7 Spt,93,Strait of Georgia Mainland,1991,41.6,5
Area 7 Spt,93,Strait of Georgia Mainland,1992,48.82,5
Area 7 Spt,93,Strait of Georgia Mainland,1995,25.73,3
Area 7 Spt,93,Strait of Georgia Mainland,1996,6.62,1
Area 7 Spt,93,Strait of Georgia Mainland,1997,74.72,10
Area 7 Spt,93,Strait of Georgia Mainland,1998,24.08,3
Area 7 Spt,93,Strait of Georgia Mainland,1999,4.3,1
Area 7 Spt,93,Strait of Georgia Mainland,2000,4.72,1
Area 7 Spt,93,Strait of Georgia Mainland,2001,15.17,2
Area 7 Spt,93,Strait of Georgia Mainland,2003,13.809999999999999,2
Area 7 Spt,93,Strait of Georgia Mainland,2011,5.26,1
Area 7 Spt,93,Strait of Georgia Mainland,2017,8.17,1
Area 7 Spt,93,Strait of Georgia Mainland,2018,21.67,3
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1986,4,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1987,24.96,3
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1988,14.22,2
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1989,8.84,2
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1990,2.76,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1991,14.64,2
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1992,47.410000000000004,5
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1993,59.71,5
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1994,19.1,2
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1995,9.73,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1996,13.09,2
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1997,46.46,5
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1998,20.52,2
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,1999,3.53,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2000,50.68,8
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2001,7.07,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2002,6.28,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2004,10.1,2
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2011,4.57,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2012,4.14,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2013,9.36,2
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2015,4.41,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2018,39.78,5
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2019,11.24,1
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2020,75.4,12
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2022,52.62,9
Area 7 Spt,93,Strait of Georgia Vancouver Isl.,2023,30.85,4
Area 7 Spt,93,Strait of Juan de Fuca,1989,2.59,1
Area 7 Spt,93,Strait of Juan de Fuca,1997,30.689999999999998,4
Area 8 Net,102,Hood Canal,1987,7.33,2
Area 8 Net,102,Hood Canal,1988,1.82,1
Area 8 Net,102,Hood Canal,2010,1.22,1
Area 8 Net,102,Hood Canal,2015,1,1
Area 8 Net,102,Interior Fraser,1987,3.93,1
Area 8 Net,102,Lower Fraser,1986,1.46,1
Area 8 Net,102,Lower Fraser,1987,3.93,1
Area 8 Net,102,Lower Fraser,1988,1.52,1
Area 8 Net,102,Lower Fraser,1989,3.48,1
Area 8 Net,102,Queets,1989,2.1,2
Area 8 Net,102,Skagit,1986,3272.53,1719
Area 8 Net,102,Skagit,1987,126.2,60
Area 8 Net,102,Skagit,1988,1998.1599999999999,1000
Area 8 Net,102,Skagit,1989,733.84,159
Area 8 Net,102,Skagit,1990,739.24,297
Area 8 Net,102,Skagit,1991,156.3,33
Area 8 Net,102,Skagit,1992,124.6,76
Area 8 Net,102,Skagit,1993,47.92,45
Area 8 Net,102,Skagit,1995,24.660000000000004,6
Area 8 Net,102,Skagit,1997,17.57,5
Area 8 Net,102,Skagit,1998,1.36,1
Area 8 Net,102,Skagit,1999,7,4
Area 8 Net,102,Skagit,2000,37.699999999999996,17
Area 8 Net,102,Skagit,2001,6.22,3
Area 8 Net,102,Skagit,2003,158.36,86
Area 8 Net,102,Skagit,2005,35.6,5
Area 8 Net,102,Skagit,2009,5,5
Area 8 Net,102,Skagit,2010,58.239999999999995,47
Area 8 Net,102,Skagit,2011,28.14,9
Area 8 Net,102,Skagit,2012,25.67,13
Area 8 Net,102,Skagit,2013,160.85999999999999,66
Area 8 Net,102,Skagit,2014,43.199999999999996,6
Area 8 Net,102,Skagit,2015,8,8
Area 8 Net,102,Skagit,2016,1.74,1
Area 8 Net,102,Snohomish,1986,12.77,7
Area 8 Net,102,Snohomish,1988,1.82,1
Area 8 Net,102,Snohomish,1989,1.05,1
Area 8 Net,102,Snohomish,1990,6,5
Area 8 Net,102,Snohomish,1999,2,1
Area 8 Net,102,Snohomish,2001,2.06,1
Area 8 Net,102,Snohomish,2005,7,7
Area 8 Net,102,Snohomish,2009,16,16
Area 8 Net,102,Snohomish,2013,1.14,1
Area 8 Net,102,Snohomish,2015,3,3
Area 8 Net,102,Stillaguamish,1988,11.54,4
Area 8 Net,102,Stillaguamish,1989,8.72,1
Area 8 Net,102,Stillaguamish,1990,7.68,6
Area 8 Net,102,Strait of Georgia Mainland,1986,1.82,1
Area 8 Net,102,Strait of Georgia Mainland,1989,5.68,1
Area 9 Spt,107,Grays Harbor,1996,6.71,1
Area 9 Spt,107,Grays Harbor,1998,0,1
Area 9 Spt,107,Hood Canal,1986,242.46,59
Area 9 Spt,107,Hood Canal,1987,332.6,89
Area 9 Spt,107,Hood Canal,1988,55.949999999999996,14
Area 9 Spt,107,Hood Canal,1989,66.52000000000001,16
Area 9 Spt,107,Hood Canal,1990,187.94,51
Area 9 Spt,107,Hood Canal,1991,164.7,33
Area 9 Spt,107,Hood Canal,1992,333.59000000000003,40
Area 9 Spt,107,Hood Canal,1993,118.22,20
Area 9 Spt,107,Hood Canal,1995,19.09,2
Area 9 Spt,107,Hood Canal,1996,4.77,1
Area 9 Spt,107,Hood Canal,1997,131.31,15
Area 9 Spt,107,Hood Canal,1998,242.10999999999999,64
Area 9 Spt,107,Hood Canal,1999,21.34,5
Area 9 Spt,107,Hood Canal,2000,76.48,11
Area 9 Spt,107,Hood Canal,2001,2907.1,173
Area 9 Spt,107,Hood Canal,2002,225.51000000000002,38
Area 9 Spt,107,Hood Canal,2003,593.39,71
Area 9 Spt,107,Hood Canal,2004,149.44,19
Area 9 Spt,107,Hood Canal,2005,401.16,46
Area 9 Spt,107,Hood Canal,2006,26.54,4
Area 9 Spt,107,Hood Canal,2007,264.26,50
Area 9 Spt,107,Hood Canal,2008,4.58,2
Area 9 Spt,107,Hood Canal,2009,137.20000000000002,20
Area 9 Spt,107,Hood Canal,2010,10.2,4
Area 9 Spt,107,Hood Canal,2011,140.22,16
Area 9 Spt,107,Hood Canal,2012,332.71,29
Area 9 Spt,107,Hood Canal,2013,252.51999999999998,36
Area 9 Spt,107,Hood Canal,2014,123.3,15
Area 9 Spt,107,Hood Canal,2015,795.9,71
Area 9 Spt,107,Hood Canal,2016,6.640000000000001,2
Area 9 Spt,107,Hood Canal,2017,172.03,18
Area 9 Spt,107,Hood Canal,2018,92.12,5
Area 9 Spt,107,Hood Canal,2019,55.59,5
Area 9 Spt,107,Hood Canal,2020,75.6,9
Area 9 Spt,107,Hood Canal,2021,56.07,14
Area 9 Spt,107,Hood Canal,2022,155.69,10
Area 9 Spt,107,Hood Canal,2023,242.09,30
Area 9 Spt,107,Interior Fraser,1987,3.42,1
Area 9 Spt,107,Interior Fraser,1988,7.72,2
Area 9 Spt,107,Interior Fraser,1989,4.11,1
Area 9 Spt,107,Interior Fraser,2005,8.33,1
Area 9 Spt,107,Interior Fraser,2021,3.59,1
Area 9 Spt,107,Interior Fraser,2022,9.61,1
Area 9 Spt,107,Lower Fraser,1987,3.42,1
Area 9 Spt,107,Lower Fraser,1988,3.34,1
Area 9 Spt,107,Lower Fraser,1990,1.89,1
Area 9 Spt,107,Lower Fraser,1991,3.86,1
Area 9 Spt,107,Lower Fraser,1992,4.14,1
Area 9 Spt,107,Lower Fraser,2007,9.61,1
Area 9 Spt,107,Queets,1987,1.93,1
Area 9 Spt,107,Queets,1988,4.05,1
Area 9 Spt,107,Quillayute,1998,11.29,2
Area 9 Spt,107,Skagit,1986,94.7,24
Area 9 Spt,107,Skagit,1987,452.96,121
Area 9 Spt,107,Skagit,1988,139.52,39
Area 9 Spt,107,Skagit,1989,114.84,32
Area 9 Spt,107,Skagit,1990,149.22,44
Area 9 Spt,107,Skagit,1991,68.12,14
Area 9 Spt,107,Skagit,1992,157.84,19
Area 9 Spt,107,Skagit,1993,49.65,8
Area 9 Spt,107,Skagit,1994,2.67,1
Area 9 Spt,107,Skagit,1996,4.77,1
Area 9 Spt,107,Skagit,1997,82.92,10
Area 9 Spt,107,Skagit,1998,147.53,28
Area 9 Spt,107,Skagit,1999,10.67,1
Area 9 Spt,107,Skagit,2000,113.78,15
Area 9 Spt,107,Skagit,2001,118.76,8
Area 9 Spt,107,Skagit,2002,44.71,7
Area 9 Spt,107,Skagit,2003,670.49,83
Area 9 Spt,107,Skagit,2004,288.19,35
Area 9 Spt,107,Skagit,2005,164.02,19
Area 9 Spt,107,Skagit,2006,61.8,11
Area 9 Spt,107,Skagit,2007,147.37,15
Area 9 Spt,107,Skagit,2008,2.29,1
Area 9 Spt,107,Skagit,2009,185.66,21
Area 9 Spt,107,Skagit,2010,29.03,6
Area 9 Spt,107,Skagit,2011,131.49,14
Area 9 Spt,107,Skagit,2012,355.32,28
Area 9 Spt,107,Skagit,2013,363.44,38
Area 9 Spt,107,Skagit,2014,237.49999999999997,29
Area 9 Spt,107,Skagit,2015,486.44,43
Area 9 Spt,107,Skagit,2017,2.45,1
Area 9 Spt,107,Skagit,2018,11.59,3
Area 9 Spt,107,Skagit,2019,103.29,10
Area 9 Spt,107,Skagit,2020,61.830000000000005,4
Area 9 Spt,107,Skagit,2021,38.15,11
Area 9 Spt,107,Skagit,2022,63.599999999999994,6
Area 9 Spt,107,Skagit,2023,166.22,22
Area 9 Spt,107,Snohomish,1986,175.7,43
Area 9 Spt,107,Snohomish,1987,449.64,124
Area 9 Spt,107,Snohomish,1988,93.08,24
Area 9 Spt,107,Snohomish,1989,58.13,15
Area 9 Spt,107,Snohomish,1990,236.93,64
Area 9 Spt,107,Snohomish,1991,80.07,16
Area 9 Spt,107,Snohomish,1992,128.5,16
Area 9 Spt,107,Snohomish,1993,67.11,11
Area 9 Spt,107,Snohomish,1994,8.44,3
Area 9 Spt,107,Snohomish,1996,15.78,3
Area 9 Spt,107,Snohomish,1997,35.45,4
Area 9 Spt,107,Snohomish,1998,111.85,21
Area 9 Spt,107,Snohomish,1999,64.02,7
Area 9 Spt,107,Snohomish,2000,149.2,20
Area 9 Spt,107,Snohomish,2001,325.52,22
Area 9 Spt,107,Snohomish,2002,187.02,28
Area 9 Spt,107,Snohomish,2003,169.59,24
Area 9 Spt,107,Snohomish,2004,186.15,24
Area 9 Spt,107,Snohomish,2005,160.86,20
Area 9 Spt,107,Snohomish,2006,52.6,10
Area 9 Spt,107,Snohomish,2007,153.13,20
Area 9 Spt,107,Snohomish,2009,213.78,23
Area 9 Spt,107,Snohomish,2010,35.4,5
Area 9 Spt,107,Snohomish,2011,180.84,18
Area 9 Spt,107,Snohomish,2012,368.08,28
